Unnamed: 0,PMCID,sentence_id,text,start_char_pos,end_char_pos,section,CONSORT_Item,section.1,Prediction
1,PMC3076731,S2,"Effect of oxandrolone and timing of pubertal induction on final height in Turner’s syndrome: randomised, double blind, placebo controlled trial",6,149,['Title'],['1a'],Title,['0']
2,PMC3076731,S3,Abstract,150,158,['Abstract'],['0'],Abstract,['0']
3,PMC3076731,S4,Objective To examine the effect of oxandrolone and the timing of pubertal induction on final height in girls with Turner’s syndrome receiving a standard dose of growth hormone.,168,344,['Abstract'],"['1b', '2b']",Abstract,['0']
4,PMC3076731,S5,"Design Randomised, double blind, placebo controlled trial.",353,411,['Abstract'],['0'],Abstract,['0']
5,PMC3076731,S6,Setting 36 paediatric endocrinology departments in UK hospitals.,420,484,['Abstract'],['0'],Abstract,['0']
6,PMC3076731,S7,"Participants Girls with Turner’s syndrome aged 7-13 years at recruitment, receiving recombinant growth hormone therapy (10 mg/m2/week).",493,628,['Abstract'],['0'],Abstract,['0']
7,PMC3076731,S8,"Interventions Participants were randomised to oxandrolone (0.05 mg/kg/day, maximum 2.5 mg/day) or placebo from 9 years of age.",637,763,['Abstract'],['0'],Abstract,['0']
8,PMC3076731,S9,"Those with evidence of ovarian failure at 12 years were further randomised to oral ethinylestradiol (year 1, 2 µg daily; year 2, 4 μg daily; year 3, 4 months each of 6, 8, and 10 μg daily) or placebo; participants who received placebo and those recruited after the age of 12.25 years started ethinylestradiol at age 14.",764,1083,['Abstract'],['0'],Abstract,['0']
9,PMC3076731,S10,Main outcome measure Final height.,1092,1126,['Abstract'],['0'],Abstract,['0']
10,PMC3076731,S11,"Results 106 participants were recruited, of whom 14 withdrew and 82/92 reached final height.",1135,1227,['Abstract'],['0'],Abstract,['0']
11,PMC3076731,S12,"Both oxandrolone and late pubertal induction increased final height: by 4.6 (95% confidence interval 1.9 to 7.2) cm (P=0.001, n=82) for oxandrolone and 3.8 (0.0 to 7.5) cm (P=0.05, n=48) for late pubertal induction with ethinylestradiol.",1228,1465,['Abstract'],['0'],Abstract,['0']
12,PMC3076731,S13,"In the 48 children who were randomised twice, the effects on final height (compared with placebo and early induction of puberty) of oxandrolone alone, late induction alone, and oxandrolone plus late induction were similar, averaging 7.1 (3.4 to 10.8) cm (P<0.001).",1466,1730,['Abstract'],['0'],Abstract,['0']
13,PMC3076731,S14,No cases of virilisation were reported.,1731,1770,['Abstract'],['0'],Abstract,['0']
14,PMC3076731,S15,"Conclusion Oxandrolone had a positive effect on final height in girls with Turner’s syndrome treated with growth hormone, as did late pubertal induction with ethinylestradiol at age 14 years.",1779,1970,['Abstract'],['0'],Abstract,['0']
15,PMC3076731,S16,"However, these effects were not additive, so using both had no advantage.",1971,2044,['Abstract'],['0'],Abstract,['0']
16,PMC3076731,S17,"Oxandrolone could, therefore, be offered as an alternative to late pubertal induction for increasing final height in Turner’s syndrome.",2045,2180,['Abstract'],['0'],Abstract,['0']
17,PMC3076731,S18,Trial registration Current Controlled Trials ISRCTN50343149.,2189,2249,['Abstract'],['23'],Abstract,['0']
18,PMC3076731,S19,Introduction,2270,2282,['Introduction'],['0'],Introduction,['0']
19,PMC3076731,S20,Turner’s syndrome can be defined as absence or abnormality of the second X chromosome in a major cell line in a phenotypic female.,2289,2419,['Introduction'],['0'],Introduction,['0']
20,PMC3076731,S21,"The phenotype is highly variable, but short stature and gonadal dysgenesis are usually present.",2420,2515,['Introduction'],['0'],Introduction,['0']
21,PMC3076731,S22,"Short stature in Turner’s syndrome relates to impairment of each phase of the infancy-childhood-puberty model of growth,1 and it results in a mean untreated final height approximately 21 cm below that of the unaffected female population.2",2516,2754,['Introduction'],['0'],Introduction,['0']
22,PMC3076731,S23,"The mainstay of treatment for short stature is recombinant growth hormone, available since 1985 and licensed for use in Turner’s syndrome.",2755,2893,['Introduction'],['0'],Introduction,['0']
23,PMC3076731,S24,"Studies have shown its efficacy in improving height velocity and final height, although individual outcomes vary markedly.3 4 5 6 7 8 9 10",2894,3032,['Introduction'],['0'],Introduction,['0']
24,PMC3076731,S25,The adjunctive use in Turner’s syndrome of the anabolic steroid oxandrolone remains controversial.,3039,3137,['Introduction'],['0'],Introduction,['0']
25,PMC3076731,S26,"When given in combination with growth hormone treatment, some studies have reported improved final height,6 11 12 whereas others have reported little or no effect.13 14 15",3138,3309,['Introduction'],['0'],Introduction,['0']
26,PMC3076731,S27,"The high doses used in early studies were associated with virilisation,6 12 14 and even low doses, as reported in a recent Dutch publication, may be problematic.15",3310,3473,['Introduction'],['0'],Introduction,['0']
27,PMC3076731,S28,These potential adverse effects must be balanced against potential improvement in growth.,3474,3563,['Introduction'],['0'],Introduction,['0']
28,PMC3076731,S29,Most girls with Turner’s syndrome need oestrogen therapy during adolescence to induce pubertal development.16,3570,3679,['Introduction'],['2a'],Introduction,['0']
29,PMC3076731,S30,"However, the optimal age at which to begin remains controversial; some people advocate a delay to extend the growth period and increase final height,5 6 17 18 whereas others have highlighted psychological problems of delaying pubertal development, suggesting that the benefits are marginal.19",3680,3972,['Introduction'],['2a'],Introduction,['0']
30,PMC3076731,S31,The British Society for Paediatric Endocrinology and Diabetes recognised the uncertainties relating to the use of oxandrolone and timing of pubertal induction and set up the UK Turner Study in 1999 to investigate them.,3973,4191,['Introduction'],['0'],Introduction,['0']
31,PMC3076731,S32,Methods,4208,4215,[],['0'],Introduction,['0']
32,PMC3076731,S33,Participants,4231,4243,['Participants'],['0'],Methods,['0']
33,PMC3076731,S34,Members of the British Society for Paediatric Endocrinology and Diabetes recruited patients from participating paediatric endocrinology departments in UK hospitals.,4252,4416,['Participants'],['4b'],Methods,['4b']
34,PMC3076731,S35,"Inclusion criteria for participation of patients were karyotype confirmed Turner’s syndrome (all karyotypes were eligible, including mosaic), age 7-13 years, no previous growth hormone treatment or previous treatment in the range 8.3-11.7 mg/m2/week in five to seven injections a week, no previous oxandrolone and oestrogen therapy, and open epiphyses.",4417,4769,['Participants'],['4a'],Methods,['4a']
35,PMC3076731,S36,Exclusion criteria were major systemic illness that might affect growth and social or psychological difficulties likely to seriously impair concordance.,4770,4922,['Participants'],['4a'],Methods,['4a']
36,PMC3076731,S37,Study design,4945,4957,['Study design'],['0'],Methods,['0']
37,PMC3076731,S38,"We devised a double blind, placebo controlled, randomised controlled trial, including two randomisations in a two by two factorial design.",4966,5104,['Study design'],['3a'],Methods,['3a']
38,PMC3076731,S39,Figure 1 shows the flow chart of the design and participants.,5105,5166,['Study design'],['3a'],Methods,['3a']
39,PMC3076731,S40,"A steering committee (British Society for Paediatric Endocrinology and Diabetes Clinical Trials/Audit Group) supervised the study, and an independent data and safety monitoring group was established.",5167,5366,['Study design'],['0'],Methods,['0']
40,PMC3076731,S41,All participants’ parents gave written informed consent.,5367,5423,['Study design'],['0'],Methods,['0']
41,PMC3076731,S42,"Fig 1 Flow chart of participation in UK Turner Study according to treatment groups, completions, and withdrawals.",5433,5546,['Study design'],['3a'],Methods,['3a']
42,PMC3076731,S43,"*Withdrawn before 12 years of age (that is, randomised only at randomisation 1 to oxandrolone or placebo).",5547,5653,['Study design'],['0'],Methods,['0']
43,PMC3076731,S44,†Aged ≥12.25 years at recruitment; oestrogen treatment started at 14 years with no randomisation.,5654,5751,['Study design'],['0'],Methods,['0']
44,PMC3076731,S45,"‡Withdrawn after 12 years of age (that is, randomised at randomisation 1 to oxandrolone or placebo and at randomisation 2 if oestrogen treatment needed)",5752,5904,['Study design'],['0'],Methods,['0']
45,PMC3076731,S46,Randomisation and masking,5927,5952,['Randomisation and masking'],['0'],Methods,['0']
46,PMC3076731,S47,"The British Society for Paediatric Endocrinology and Diabetes Clinical Trials Unit (Cambridge, UK) used minimisation by weighted randomisation for the study’s two randomisations.20",5961,6141,['Randomisation and masking'],['8b'],Methods,['8b']
47,PMC3076731,S48,"Randomisation 1, to oxandrolone or placebo, took place at age 9 years (or at enrolment, if older) and was balanced for enrolling centre, quarter of mid-parental height, and previous exposure to growth hormone treatment.",6142,6361,['Randomisation and masking'],"['10', '5']",Methods,"['10', '5']"
48,PMC3076731,S49,"Randomisation 2 took place at age 12 years in girls with ovarian failure (basal serum follicle stimulating hormone concentration >10 U/L), with additional minimisation for randomisation 1, to begin oral ethinylestradiol or placebo at 12 years; the placebo group subsequently started ethinylestradiol at 14 years.",6362,6674,['Randomisation and masking'],"['10', '5']",Methods,"['10', '5']"
49,PMC3076731,S50,"Girls with a follicle stimulating hormone concentration below 10U/L and a karyotype associated with preservation of ovarian function (45,X/46,XX and 45,X/47,XXX21) (the spontaneous puberty group) were not randomised at randomisation 2.",6675,6910,['Randomisation and masking'],['10'],Methods,['10']
50,PMC3076731,S51,Girls with other karyotypes were tested for concentrations of gonadotrophin releasing hormone and were randomised at randomisation 2 if the peak follicle stimulating hormone concentration was above 30 U/L.,6911,7116,['Randomisation and masking'],['10'],Methods,['10']
51,PMC3076731,S52,Participants enrolled after the age of 12.25 years and without spontaneous puberty (the late group) started ethinylestradiol at 14 years.,7117,7254,['Randomisation and masking'],['5'],Methods,['5']
52,PMC3076731,S53,Treatment,7277,7286,['Treatment'],['0'],Methods,['0']
53,PMC3076731,S54,All participants received the growth hormone preparation of their choice at 10 mg/m2/week in daily subcutaneous injections.,7295,7418,['Treatment'],['5'],Methods,['5']
54,PMC3076731,S55,"Oral oxandrolone (SPA, Milan, Italy) was given at 0.05 mg/kg/day, with a maximum daily dose of 2.5 mg.",7419,7521,['Treatment'],['5'],Methods,['5']
55,PMC3076731,S56,"Oral ethinylestradiol (UCB Pharma, Slough, UK) was given daily as follows, regardless of the age at starting: year 1, 2 μg; year 2, 4 μg; year 3, four months each of 6, 8, and 10 μg.",7522,7704,['Treatment'],['5'],Methods,['5']
56,PMC3076731,S57,"The code for randomisation 2 was broken at 15 years to allow introduction of progesterone therapy: oral norethisterone (CP Pharmaceuticals, Wrexham, UK) 5 mg daily for five days each month.",7705,7894,['Treatment'],"['5', '10']",Methods,"['10', '5']"
57,PMC3076731,S58,Treatment with growth hormone and oxandrolone continued until final height was reached.,7903,7990,['Treatment'],['5'],Methods,['5']
58,PMC3076731,S59,Oestrogen/progesterone therapy continued at an adult replacement dose once pubertal induction was completed.,7991,8099,['Treatment'],['5'],Methods,['5']
59,PMC3076731,S60,"White, uncoated, flat bevelled edge placebo tablets (7 and 5 mm in diameter) (Essential Nutrition, Brough, UK) were specially manufactured to match the size, weight, and appearance of oxandrolone 2.5 mg and ethinylestradiol 2 µg tablets respectively.",8108,8358,['Treatment'],['11b'],Methods,['11b']
